Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no aadhaar,no adhar,aadhar card not made,no birth certificate,lack of Aadhar card,no ID,no id proof,no legal document,no identity proof,enrollment barriers,admission refused,adhar,aadhaar,certificate not made,document pending,lack aadhar,having aadhar,birth certificate,unable study,Aadhaar card errors,date of birth missing,name mismatch,no birth date,birth certificate pending,enrollment blocked,documents not accepted,UID not made,government ID,aadhar errors,aadhaar update,not enrolled due to document,admission refused without document,no documents for school,identity not proven,date of birth not recorded,certificate not available,proper documentation,caste certificate,residence certificate,child registration,non enrolment,wrong name",Approved,130,28641 | To help children obtain Aadhaar cards and improve their access to education and other benefits | 0.8113
,,,,,,4014 | To educate girls and empower them to make informed decisions about their lives | 0.799
,,,,,,13905 | To educate women about the negative effects of child marriage and empower them to make informed decisions | 0.865
,,,,,,16026 | To prevent early marriage and promote education among girls in the community | 0.8649
,,,,,,7105 | To empower daughters through education and prevent child marriage | 0.9106
,,,,,,13397 | To empower girls through education and prevent child marriage | 0.9555
,,,,,,18685 | To stop child marriage and ensure girls are married after 18 and boys after 21 | 0.7337
,,,,,,20496 | To educate girls and empower them to live their lives well | 0.8029
,,,,,,4292 | To empower girls through education and prevent child marriage | 0.9555
,,,,,,12571 | To encourage girls to attend school and prevent child marriage | 0.8997
,,,,,,28453 | To stop child marriage and promote education among girls in the village | 0.8571
,,,,,,28458 | To empower girls in Keva village by stopping child marriage and encouraging higher education | 0.8144
,,,,,,28506 | To empower the children of Village Amarpur by providing them with access to education and stopping child marriage | 0.7554
,,,,,,29061 | To educate girls about the negative impacts of child marriage and inspire them to complete their studies | 0.8821
,,,,,,"29278 | To create awareness about the importance of education and to encourage girls to pursue their studies, thereby reducing dropout rates and child marriages | 0.8458"
,,,,,,29422 | To promote girls' education and prevent child marriage in the community | 0.905
,,,,,,38065 | To educate girls and empower them to make informed decisions about their lives | 0.799
,,,,,,40411 | To empower girls through education and delay early marriages | 0.898
,,,,,,33813 | To educate rural villagers about the importance of education and prevent child marriage and child labour | 0.6649
,,,,,,34148 | To educate villagers about the importance of education and the dangers of child marriage and child labor | 0.6891
,,,,,,30289 | To educate women and girls in the community and delay their marriages until they are 18 years old | 0.8254
,,,,,,30309 | To educate girls and delay their marriage until they are at least 18 years old | 0.8418
,,,,,,40384 | To educate girls and empower them to make a better future for themselves | 0.7687
,,,,,,35716 | To educate villagers about the importance of education and prevent child marriage and child labour | 0.7056
,,,,,,33515 | To address the issue of child marriage and lack of education in the village by engaging with families and providing them with information about government facilities and the importance of education | 0.7164
,,,,,,40493 | To educate girls and empower them for a better future | 0.7944
,Enhancing Student Attendance and Engagement,This theme encompasses strategies and interventions aimed at improving student presence and active involvement in educational settings. It addresses both the motivational factors that encourage students to attend school regularly and the pedagogical approaches that foster their participation and interest in learning activities.,"student attendance,student engagement,school participation,motivation,educational interventions",Draft,137,187 | To enhance student engagement and participation in morning assembly activities | 0.5833
,,,,,,188 | To make morning assembly more engaging and effective for students | 0.576
,,,,,,183 | To increase student motivation and attendance | 0.8067
,,,,,,163 | To improve student engagement and participation in morning assembly | 0.6153
,,,,,,186 | To improve student attendance by increasing parent awareness and engagement through PTM | 0.799
,,,,,,189 | To conduct an effective morning assembly that engages all students and increases teacher responsibility | 0.592
,,,,,,190 | To engage all students and make the morning assembly more meaningful by incorporating learning outcomes based activities | 0.5681
,,,,,,"28593 | To improve school attendance and performance by motivating children, providing good food, and quality teaching | 0.8367"
,,,,,,28594 | To improve attendance and encourage children to come to school on time by organizing a morning assembly program | 0.7866
,,,,,,28595 | To increase awareness about the importance of high school education and improve school attendance | 0.8295
,,,,,,"28521 | To increase attendance of children with disabilities by engaging parents and teachers through house visits, awareness sessions, and capacity building | 0.7532"
,,,,,,28598 | To address the issue of irregular attendance due to migrant parents and lack of access to nearby schools | 0.7712
,,,,,,3956 | To increase student attendance by identifying and addressing the root causes of low attendance | 0.7946
,,,,,,"5290 | To ensure that children in school receive their uniforms on time, thereby encouraging them to attend school regularly | 0.724"
,,,,,,3695 | To manage academic stress and improve time management skills | 0.4051
,,,,,,3293 | To reduce student absenteeism and improve academic performance | 0.705
,,,,,,28607 | To improve school attendance by encouraging parents to prioritize education | 0.8751
,,,,,,3806 | To increase student attendance by engaging parents through regular meetings | 0.8393
,,,,,,28609 | To increase school attendance by providing cycles for students to travel to school together | 0.8096
,,,,,,"3292 | To improve student attendance and academic performance by implementing a tracking system, regular parent-teacher meetings, and a mentorship program | 0.7229"
,,,,,,3327 | To improve student focus and reduce absenteeism by engaging parents through regular parent-teacher meetings | 0.7235
,,,,,,4455 | To increase student attendance by making classes more engaging and involving parents through regular PTMs | 0.8144
